sample_id,timestamp,data_type,protein_content,fat_content,carbohydrate_content,moisture,ash,ph_level,viscosity,quality_score,lab_technician,product_line
NPTC_0189,2025-09-24 23:22:42.062082,analytical,10.04,3.6,43.47,7.97,3.72,5.6,1300.7,78.7,Bob_Jones,Cereal_Bar
NPTC_0190,2025-09-28 15:22:42.062115,pilot_plant,13.44,2.66,46.18,7.67,3.38,6.82,1380.7,90.2,Carol_Davis,Cereal_Bar
NPTC_0191,2025-09-27 09:22:42.062147,analytical,9.6,2.53,49.0,7.23,2.52,4.86,1793.2,73.7,Carol_Davis,Cereal_Bar
NPTC_0192,2025-09-28 04:22:42.062179,pilot_plant,11.96,4.22,47.71,8.3,2.4,5.69,1442.6,83.6,Carol_Davis,Baby_Formula
NPTC_0193,2025-09-24 11:22:42.062211,pilot_plant,17.17,3.35,55.59,7.81,2.88,7.68,1168.0,89.0,Bob_Jones,Baby_Formula
NPTC_0194,2025-09-29 08:22:42.062257,pilot_plant,11.01,3.1,44.02,7.36,2.49,7.17,1347.2,80.9,David_Wilson,Cereal_Bar
NPTC_0195,2025-09-29 09:22:42.062291,analytical,10.86,3.18,37.6,6.14,2.3,6.36,1271.4,77.9,Carol_Davis,Cereal_Bar
NPTC_0196,2025-09-24 04:22:42.062324,analytical,12.23,3.51,49.76,7.94,1.59,7.16,1098.9,87.2,Carol_Davis,Cereal_Bar
NPTC_0197,2025-09-28 10:22:42.062396,pilot_plant,14.16,3.04,44.48,5.7,2.72,5.81,1262.0,82.3,Carol_Davis,Baby_Formula
NPTC_0198,2025-09-24 07:22:42.062443,analytical,13.05,3.74,47.83,9.66,2.31,8.44,1413.6,74.5,Alice_Smith,Beverage_Mix
NPTC_0199,2025-09-26 22:22:42.062484,analytical,13.55,1.81,42.32,9.97,2.68,7.45,1118.6,80.4,David_Wilson,Protein_Powder
NPTC_0200,2025-09-24 16:22:42.062523,analytical,9.42,2.94,46.58,9.09,1.97,6.27,1189.3,80.5,Bob_Jones,Beverage_Mix
NPTC_0201,2025-09-25 19:22:42.062563,pilot_plant,46.51,3.32,45.24,8.87,2.7,6.66,1100.2,91.9,Carol_Davis,Cereal_Bar
NPTC_0202,2025-09-29 22:22:42.062605,analytical,13.18,3.64,44.0,7.4,1.98,7.11,1089.2,85.4,Carol_Davis,Beverage_Mix
NPTC_0203,2025-09-26 15:22:42.062646,pilot_plant,7.65,3.18,45.43,9.43,2.54,6.13,1192.7,74.3,David_Wilson,Baby_Formula
NPTC_0204,2025-09-30 11:22:42.062685,pilot_plant,13.15,2.9,56.32,7.77,2.58,7.58,1570.5,86.3,Bob_Jones,Cereal_Bar
NPTC_0205,2025-09-25 21:22:42.062714,pilot_plant,14.65,2.11,53.54,7.19,2.5,6.68,1074.3,94.1,Alice_Smith,Beverage_Mix
NPTC_0206,2025-09-24 00:22:42.062744,analytical,9.67,3.44,42.63,8.45,2.31,7.2,1412.6,77.8,Carol_Davis,Protein_Powder
NPTC_0207,2025-09-26 11:22:42.062772,analytical,17.33,3.83,45.7,7.78,2.41,7.24,1013.8,89.8,David_Wilson,Cereal_Bar
NPTC_0208,2025-09-24 10:22:42.062819,pilot_plant,14.73,2.59,46.48,6.27,1.72,6.59,992.4,90.3,Bob_Jones,Cereal_Bar
NPTC_0209,2025-09-25 07:22:42.062854,pilot_plant,10.02,2.03,46.62,8.16,2.49,7.0,1205.4,83.4,Alice_Smith,Baby_Formula
NPTC_0210,2025-09-25 20:22:42.062919,pilot_plant,15.48,3.32,48.98,7.25,2.38,7.48,1604.6,88.3,David_Wilson,Beverage_Mix
NPTC_0211,2025-09-28 22:22:42.062951,analytical,13.57,3.24,44.77,7.32,2.07,6.32,1317.8,89.4,Alice_Smith,Baby_Formula
NPTC_0212,2025-09-24 04:22:42.062984,pilot_plant,10.51,3.92,46.1,8.63,1.88,7.79,1070.2,76.0,Bob_Jones,Protein_Powder
NPTC_0213,2025-09-27 13:22:42.063050,analytical,10.83,4.87,37.76,8.32,3.41,6.81,1212.0,80.1,Alice_Smith,Cereal_Bar
NPTC_0214,2025-09-30 00:22:42.063125,analytical,11.79,2.06,44.47,7.58,2.69,5.52,1342.4,82.0,Bob_Jones,Protein_Powder
NPTC_0215,2025-09-26 19:22:42.063165,analytical,13.57,3.81,52.61,6.91,2.66,6.7,1231.6,89.7,Bob_Jones,Baby_Formula
NPTC_0216,2025-09-24 07:22:42.063199,analytical,13.3,4.39,44.7,8.47,2.93,7.17,1359.3,85.3,Carol_Davis,Baby_Formula
NPTC_0217,2025-09-30 09:22:42.063232,sensory,11.11,2.33,48.15,8.96,2.32,6.1,1246.1,84.2,Bob_Jones,Beverage_Mix
NPTC_0218,2025-09-30 02:22:42.063265,pilot_plant,11.53,6.0,38.48,10.81,2.25,6.73,1115.5,74.0,David_Wilson,Baby_Formula
NPTC_0219,2025-09-25 00:22:42.063298,analytical,8.56,3.91,39.74,8.98,2.41,6.04,1168.6,74.1,Alice_Smith,Cereal_Bar
NPTC_0220,2025-09-27 07:22:42.063330,analytical,13.87,3.94,43.43,7.84,1.84,7.94,1143.1,82.1,David_Wilson,Baby_Formula
NPTC_0221,2025-09-29 19:22:42.063365,analytical,10.0,3.49,50.23,7.6,1.1,6.96,1337.3,83.1,David_Wilson,Cereal_Bar
NPTC_0222,2025-09-28 13:22:42.063397,analytical,13.31,0.86,52.04,7.9,2.73,8.14,1736.9,84.8,Alice_Smith,Protein_Powder
NPTC_0223,2025-09-24 22:22:42.063430,analytical,11.34,2.73,45.66,7.84,2.1,6.03,1412.4,85.2,Bob_Jones,Protein_Powder
NPTC_0224,2025-09-29 04:22:42.063462,analytical,15.18,4.16,40.89,7.54,2.63,7.43,1199.7,85.7,Bob_Jones,Baby_Formula
NPTC_0225,2025-09-30 02:22:42.063502,pilot_plant,10.16,3.31,39.35,5.94,2.47,5.4,1405.1,70.1,David_Wilson,Cereal_Bar
NPTC_0226,2025-09-27 03:22:42.063535,analytical,9.71,3.98,49.82,8.14,1.92,4.95,1281.4,75.6,Carol_Davis,Beverage_Mix
NPTC_0227,2025-09-26 06:22:42.063576,sensory,11.66,3.95,43.96,7.55,1.93,7.16,1312.3,82.2,Alice_Smith,Baby_Formula
NPTC_0228,2025-09-27 13:22:42.063608,pilot_plant,11.6,2.33,43.86,8.93,2.82,6.56,1235.7,85.8,Bob_Jones,Protein_Powder
NPTC_0229,2025-09-25 05:22:42.063644,analytical,9.46,2.91,50.25,8.79,2.65,6.84,1251.4,82.1,David_Wilson,Beverage_Mix
NPTC_0230,2025-09-28 10:22:42.063680,pilot_plant,11.18,3.54,44.29,8.8,2.91,5.61,1453.0,79.1,Carol_Davis,Protein_Powder
NPTC_0231,2025-09-28 10:22:42.063712,pilot_plant,14.72,4.75,46.15,7.33,1.9,5.92,1500.0,88.5,Alice_Smith,Protein_Powder
NPTC_0232,2025-09-23 20:22:42.063743,sensory,9.47,2.62,39.41,7.8,2.09,6.39,1292.3,81.4,Alice_Smith,Beverage_Mix
NPTC_0233,2025-09-28 10:22:42.063774,analytical,14.73,4.36,44.0,6.51,2.19,7.01,1057.2,85.9,Bob_Jones,Baby_Formula
NPTC_0234,2025-09-27 20:22:42.063807,analytical,10.59,3.51,45.99,6.49,2.52,5.72,1324.9,77.2,Bob_Jones,Protein_Powder
NPTC_0235,2025-09-26 07:22:42.063839,analytical,9.01,3.1,50.54,6.56,2.44,7.12,1233.3,77.2,Carol_Davis,Cereal_Bar
NPTC_0236,2025-09-27 21:22:42.063870,analytical,12.87,4.84,49.66,7.01,3.13,5.48,1677.3,82.2,David_Wilson,Cereal_Bar
NPTC_0237,2025-09-26 02:22:42.063902,analytical,14.54,3.42,48.56,8.51,2.6,5.74,1459.5,89.3,Carol_Davis,Baby_Formula
NPTC_0238,2025-09-23 21:22:42.063934,analytical,14.84,3.76,46.13,8.97,1.95,7.94,1389.5,82.8,Bob_Jones,Cereal_Bar
NPTC_0239,2025-09-25 18:22:42.063967,pilot_plant,30.66,3.09,47.38,8.33,1.6,6.45,1585.5,95.3,Bob_Jones,Beverage_Mix
NPTC_0240,2025-09-26 21:22:42.063999,sensory,11.52,3.67,40.16,6.93,1.46,7.17,980.1,78.7,Bob_Jones,Protein_Powder
NPTC_0241,2025-09-27 18:22:42.064030,analytical,13.5,3.58,46.18,8.99,2.64,5.81,1423.8,85.2,Carol_Davis,Baby_Formula
NPTC_0242,2025-09-26 01:22:42.064062,pilot_plant,14.27,3.88,43.86,9.3,2.28,7.64,1337.2,81.7,Alice_Smith,Cereal_Bar
NPTC_0243,2025-09-25 18:22:42.064098,analytical,11.54,1.78,42.35,8.1,2.8,6.79,1300.4,86.5,Bob_Jones,Baby_Formula
NPTC_0244,2025-09-24 23:22:42.064129,analytical,11.75,3.63,40.61,8.26,2.48,6.24,1316.0,84.5,David_Wilson,Protein_Powder
NPTC_0245,2025-09-29 04:22:42.064161,analytical,8.21,3.63,51.04,7.54,2.07,7.6,1020.9,75.0,Alice_Smith,Baby_Formula
NPTC_0246,2025-09-24 05:22:42.064192,analytical,9.77,2.82,50.97,9.84,2.45,6.54,1410.6,81.6,Bob_Jones,Baby_Formula
NPTC_0247,2025-09-24 13:22:42.064223,analytical,13.45,2.46,48.58,7.0,2.19,6.56,1445.2,91.0,Bob_Jones,Baby_Formula
NPTC_0248,2025-09-23 20:22:42.064255,analytical,14.34,4.46,42.9,9.44,3.32,6.6,1182.5,87.5,Bob_Jones,Cereal_Bar
NPTC_0249,2025-09-24 06:22:42.064286,analytical,11.03,2.64,46.36,8.63,1.35,7.93,1518.3,77.2,Carol_Davis,Baby_Formula
NPTC_0250,2025-09-25 11:22:42.064318,sensory,7.84,3.46,50.42,6.88,2.44,6.06,1301.1,76.8,Alice_Smith,Cereal_Bar
NPTC_0251,2025-09-24 03:22:42.064349,pilot_plant,13.08,2.86,51.26,8.96,2.91,7.06,1068.7,87.4,David_Wilson,Baby_Formula
NPTC_0252,2025-09-25 21:22:42.064380,pilot_plant,15.92,3.93,51.17,7.83,3.21,6.59,1317.3,96.0,Bob_Jones,Baby_Formula
NPTC_0253,2025-09-29 07:22:42.064411,pilot_plant,13.17,2.96,45.35,9.33,2.31,6.24,1194.9,86.5,David_Wilson,Baby_Formula
NPTC_0254,2025-09-28 03:22:42.064443,pilot_plant,14.38,3.17,47.58,8.45,2.4,6.75,1135.7,92.4,Carol_Davis,Protein_Powder
NPTC_0255,2025-09-24 04:22:42.064475,pilot_plant,9.59,2.08,45.15,7.63,2.31,7.32,1313.1,79.1,Alice_Smith,Beverage_Mix
NPTC_0256,2025-09-28 09:22:42.064506,pilot_plant,13.11,2.61,46.21,8.65,3.13,7.36,1407.8,85.0,Carol_Davis,Baby_Formula
NPTC_0257,2025-09-29 22:22:42.064537,pilot_plant,13.84,2.47,53.69,6.78,1.83,5.51,1152.3,85.6,David_Wilson,Protein_Powder
NPTC_0258,2025-09-28 08:22:42.064569,analytical,11.12,4.69,51.35,7.99,1.79,6.01,1436.6,85.4,Alice_Smith,Cereal_Bar
NPTC_0259,2025-09-28 05:22:42.064599,pilot_plant,14.39,3.89,56.19,9.81,2.32,5.93,1363.1,86.7,Carol_Davis,Cereal_Bar
NPTC_0260,2025-09-26 15:22:42.064630,pilot_plant,12.38,3.34,48.57,6.69,1.95,7.28,1060.3,82.6,Bob_Jones,Cereal_Bar
NPTC_0261,2025-09-23 22:22:42.064663,analytical,13.73,3.62,47.55,8.07,2.73,7.36,1121.7,87.8,Bob_Jones,Baby_Formula
NPTC_0262,2025-09-24 06:22:42.064694,analytical,13.41,2.93,48.26,7.45,2.43,5.81,1482.9,87.7,Alice_Smith,Protein_Powder
NPTC_0263,2025-09-24 19:22:42.064726,analytical,12.97,2.89,48.76,9.17,2.7,7.63,1247.4,82.2,Alice_Smith,Cereal_Bar
NPTC_0264,2025-09-23 21:22:42.064757,analytical,12.12,3.17,45.13,8.5,3.12,7.67,987.6,80.6,David_Wilson,Protein_Powder
NPTC_0265,2025-09-30 00:22:42.064788,analytical,10.44,4.09,45.98,6.77,1.52,5.58,1116.8,76.4,Bob_Jones,Baby_Formula
NPTC_0266,2025-09-28 08:22:42.064819,analytical,12.16,2.12,43.03,8.94,2.48,6.63,1362.1,86.2,Alice_Smith,Beverage_Mix
NPTC_0267,2025-09-25 19:22:42.064850,sensory,14.78,3.19,49.31,8.03,2.73,6.8,1162.5,94.8,Alice_Smith,Beverage_Mix
NPTC_0268,2025-09-30 15:22:42.064885,analytical,14.62,4.77,45.82,9.31,3.07,6.21,1152.9,88.1,David_Wilson,Beverage_Mix
NPTC_0269,2025-09-23 21:22:42.064916,analytical,12.69,2.77,48.99,8.02,2.48,6.48,851.4,92.7,David_Wilson,Protein_Powder
NPTC_0270,2025-09-23 19:22:42.064949,analytical,8.4,2.32,44.24,6.11,2.67,6.92,1403.1,74.3,David_Wilson,Beverage_Mix
NPTC_0271,2025-09-27 18:22:42.064994,sensory,12.91,3.79,49.85,6.81,2.42,8.85,1492.6,73.7,David_Wilson,Baby_Formula
NPTC_0272,2025-09-30 02:22:42.065026,pilot_plant,11.49,3.4,49.9,8.06,2.63,6.39,1210.7,89.5,Bob_Jones,Baby_Formula
NPTC_0273,2025-09-25 13:22:42.065057,analytical,12.09,2.6,44.92,6.24,2.15,6.57,1198.8,84.4,David_Wilson,Beverage_Mix
NPTC_0274,2025-09-29 17:22:42.065088,pilot_plant,12.02,3.63,39.71,7.56,2.95,5.72,1049.4,80.7,Carol_Davis,Protein_Powder
NPTC_0275,2025-09-24 11:22:42.065120,pilot_plant,14.26,2.9,36.21,7.92,3.08,7.03,1297.3,87.1,David_Wilson,Beverage_Mix
NPTC_0276,2025-09-30 01:22:42.065151,pilot_plant,10.37,2.52,45.68,5.84,2.2,5.85,785.6,76.3,David_Wilson,Baby_Formula
NPTC_0277,2025-09-29 05:22:42.065182,pilot_plant,11.67,3.84,51.92,8.26,1.81,6.4,1590.5,89.0,Carol_Davis,Baby_Formula
NPTC_0278,2025-09-27 10:22:42.065213,pilot_plant,12.35,2.98,51.07,7.47,1.42,6.41,1319.0,90.2,Bob_Jones,Cereal_Bar
NPTC_0279,2025-09-24 13:22:42.065244,pilot_plant,12.69,4.58,44.48,9.3,1.96,7.57,1296.5,78.7,Bob_Jones,Beverage_Mix
NPTC_0280,2025-09-27 22:22:42.065275,analytical,12.06,1.56,50.46,7.27,2.8,7.79,1074.6,82.1,Alice_Smith,Cereal_Bar
NPTC_0281,2025-09-25 10:22:42.065306,analytical,11.14,2.66,44.0,8.75,2.55,7.1,1520.8,81.6,Alice_Smith,Beverage_Mix
NPTC_0282,2025-09-30 03:22:42.065337,pilot_plant,13.88,3.86,45.66,7.31,2.03,6.74,1428.0,89.4,Bob_Jones,Protein_Powder
NPTC_0283,2025-09-24 20:22:42.065371,sensory,11.34,3.3,44.93,8.83,2.29,8.28,1476.2,73.8,Bob_Jones,Beverage_Mix
NPTC_0284,2025-09-27 16:22:42.065403,analytical,14.0,2.68,45.81,8.17,2.14,7.76,1206.3,85.4,Alice_Smith,Beverage_Mix
NPTC_0285,2025-09-30 02:22:42.065435,analytical,13.0,2.49,41.73,7.44,3.01,6.41,1535.8,88.6,Bob_Jones,Baby_Formula
NPTC_0286,2025-09-26 00:22:42.065466,analytical,11.27,3.36,46.87,7.86,2.72,7.7,1086.3,80.4,Alice_Smith,Baby_Formula
NPTC_0287,2025-09-26 00:22:42.065497,analytical,12.68,3.4,45.22,8.36,3.19,7.59,1423.8,82.6,Bob_Jones,Protein_Powder
NPTC_0288,2025-09-27 08:22:42.065528,analytical,11.59,3.0,49.05,10.43,2.16,5.15,1365.8,74.3,Carol_Davis,Protein_Powder
NPTC_0289,2025-09-29 18:22:42.065559,sensory,12.28,2.56,41.7,6.6,2.17,5.88,1030.9,81.0,Carol_Davis,Protein_Powder
NPTC_0290,2025-09-26 02:22:42.065590,analytical,13.1,3.41,49.43,7.14,2.12,6.28,1180.7,89.4,David_Wilson,Baby_Formula
NPTC_0291,2025-09-25 17:22:42.065622,pilot_plant,10.6,4.6,50.46,7.82,2.97,5.91,1085.1,83.3,David_Wilson,Baby_Formula
NPTC_0292,2025-09-28 21:22:42.065652,pilot_plant,11.28,2.87,47.85,6.86,2.38,7.06,1275.9,82.4,David_Wilson,Baby_Formula
NPTC_0293,2025-09-28 06:22:42.065683,pilot_plant,9.29,2.23,46.02,7.79,3.35,6.98,1528.5,81.5,Bob_Jones,Baby_Formula
NPTC_0294,2025-09-26 11:22:42.065714,analytical,8.4,3.03,42.6,8.31,1.98,7.06,1205.4,76.9,Bob_Jones,Cereal_Bar
NPTC_0295,2025-09-28 15:22:42.065746,analytical,10.6,3.26,47.09,6.61,2.57,6.68,868.4,82.2,Alice_Smith,Cereal_Bar
NPTC_0296,2025-09-30 11:22:42.065777,analytical,10.78,2.34,46.91,8.87,2.55,6.6,1279.3,85.3,Alice_Smith,Baby_Formula
NPTC_0297,2025-09-29 16:22:42.065809,pilot_plant,10.13,3.36,43.6,9.35,2.47,7.47,1189.6,74.7,Carol_Davis,Baby_Formula
NPTC_0298,2025-09-28 08:22:42.066040,pilot_plant,11.97,2.77,46.93,10.3,1.68,6.66,1331.7,82.7,Bob_Jones,Beverage_Mix
NPTC_0299,2025-09-24 16:22:42.066468,analytical,15.95,3.6,45.13,7.25,2.53,6.07,1286.0,90.3,Carol_Davis,Beverage_Mix
NPTC_0301,2025-09-29 13:22:42.066537,pilot_plant,12.7,1.99,43.09,8.44,1.96,5.91,798.8,85.9,Bob_Jones,Protein_Powder
NPTC_0302,2025-09-25 17:22:42.066568,analytical,11.17,2.61,54.89,9.03,2.68,6.99,1200.3,84.0,David_Wilson,Beverage_Mix
NPTC_0303,2025-09-28 00:22:42.066616,pilot_plant,12.51,4.46,37.96,7.6,1.54,7.09,1221.2,81.7,Carol_Davis,Baby_Formula
NPTC_0304,2025-09-24 13:22:42.066665,pilot_plant,12.91,2.35,51.77,7.23,2.07,7.02,1310.4,88.3,Carol_Davis,Baby_Formula
NPTC_0305,2025-09-24 07:22:42.066867,analytical,15.8,4.06,42.15,8.53,1.75,7.26,1340.1,87.2,David_Wilson,Beverage_Mix
NPTC_0306,2025-09-26 16:22:42.067121,pilot_plant,8.76,4.31,44.45,9.23,2.96,7.67,1136.7,70.6,Bob_Jones,Protein_Powder
NPTC_0307,2025-09-30 13:22:42.067167,pilot_plant,11.75,2.79,42.83,7.97,2.44,6.38,1178.2,87.7,Carol_Davis,Cereal_Bar
NPTC_0309,2025-09-30 05:22:42.067782,pilot_plant,12.13,2.53,43.46,7.42,1.83,6.11,961.6,85.4,Alice_Smith,Beverage_Mix
NPTC_0310,2025-09-28 03:22:42.067961,analytical,14.21,0.87,43.93,6.85,1.58,5.81,1271.9,87.3,Carol_Davis,Beverage_Mix
NPTC_0311,2025-09-29 09:22:42.068016,analytical,15.87,3.47,40.58,6.02,2.36,6.73,1312.8,86.1,Bob_Jones,Protein_Powder
NPTC_0312,2025-09-27 12:22:42.068061,pilot_plant,14.92,3.62,44.17,7.72,2.71,6.42,964.4,93.5,Alice_Smith,Beverage_Mix
NPTC_0313,2025-09-26 09:22:42.068106,analytical,11.75,4.15,48.21,7.26,3.1,5.89,1174.7,83.4,David_Wilson,Cereal_Bar
NPTC_0314,2025-09-28 07:22:42.068149,pilot_plant,12.09,2.83,40.63,8.15,3.2,6.51,1549.6,87.8,David_Wilson,Beverage_Mix
NPTC_0315,2025-09-28 02:22:42.068187,pilot_plant,12.26,3.23,37.45,7.46,2.68,8.74,1210.8,70.5,Alice_Smith,Protein_Powder
NPTC_0316,2025-09-30 07:22:42.068229,analytical,9.17,3.57,52.35,7.24,2.41,6.38,1195.7,82.6,Carol_Davis,Baby_Formula
NPTC_0317,2025-09-29 21:22:42.068267,analytical,10.49,2.92,45.66,7.65,2.32,7.12,1497.7,81.8,Bob_Jones,Cereal_Bar
NPTC_0318,2025-09-29 23:22:42.068302,analytical,15.12,3.49,39.63,6.9,2.28,6.86,1189.3,87.5,Bob_Jones,Baby_Formula
NPTC_0319,2025-09-26 12:22:42.068370,analytical,14.89,3.94,57.27,7.95,2.19,7.81,1327.1,88.0,Bob_Jones,Protein_Powder
NPTC_0320,2025-09-23 23:22:42.068488,pilot_plant,15.06,3.36,41.81,8.85,2.28,5.95,1194.1,88.0,Carol_Davis,Beverage_Mix
NPTC_0321,2025-09-24 23:22:42.068530,analytical,14.25,2.8,52.32,10.31,2.82,6.15,1089.6,87.2,Alice_Smith,Cereal_Bar
NPTC_0322,2025-09-27 12:22:42.068569,pilot_plant,11.75,1.62,49.34,7.19,2.54,8.03,1118.6,79.4,Alice_Smith,Cereal_Bar
NPTC_0323,2025-09-26 19:22:42.068607,analytical,13.67,1.68,52.46,8.37,3.18,5.93,1162.7,91.2,Carol_Davis,Protein_Powder
NPTC_0325,2025-09-30 00:22:42.068687,pilot_plant,10.53,4.33,50.01,9.55,2.49,6.01,1406.2,79.9,Alice_Smith,Cereal_Bar
NPTC_0326,2025-09-26 00:22:42.068726,analytical,11.25,2.83,37.11,9.35,2.57,6.56,1202.0,80.7,Carol_Davis,Baby_Formula
NPTC_0327,2025-09-26 02:22:42.068766,pilot_plant,10.79,3.27,51.7,10.83,2.73,5.78,1644.2,75.9,Alice_Smith,Cereal_Bar
NPTC_0328,2025-09-24 09:22:42.068804,pilot_plant,12.46,3.48,52.23,7.14,3.08,6.38,1682.8,89.0,David_Wilson,Cereal_Bar
NPTC_0329,2025-09-29 20:22:42.068844,analytical,12.59,3.76,47.4,8.31,2.71,6.95,1012.0,87.4,Carol_Davis,Cereal_Bar
NPTC_0330,2025-09-26 22:22:42.068883,pilot_plant,14.67,4.05,43.19,7.13,2.37,6.02,1249.7,87.8,Bob_Jones,Beverage_Mix
NPTC_0331,2025-09-27 17:22:42.068923,analytical,15.53,4.39,34.48,6.98,1.26,5.85,1120.1,83.1,Carol_Davis,Beverage_Mix
NPTC_0332,2025-09-30 15:22:42.068962,analytical,13.32,1.76,53.25,7.1,2.22,5.91,1178.3,88.7,Bob_Jones,Protein_Powder
NPTC_0333,2025-09-24 06:22:42.069002,analytical,12.93,4.02,51.33,7.42,1.99,6.86,1422.3,88.7,Carol_Davis,Cereal_Bar
NPTC_0334,2025-09-30 01:22:42.069042,analytical,12.78,4.78,38.87,8.71,3.14,8.62,1169.1,71.3,Carol_Davis,Cereal_Bar
NPTC_0335,2025-09-23 20:22:42.069082,sensory,10.16,4.14,53.51,6.2,2.33,7.93,1329.7,72.3,Alice_Smith,Beverage_Mix
NPTC_0336,2025-09-30 16:22:42.069121,analytical,11.52,2.73,50.02,7.89,1.87,5.79,1555.9,85.9,Bob_Jones,Beverage_Mix
NPTC_0337,2025-09-25 12:22:42.069167,pilot_plant,13.23,3.38,43.67,8.67,1.71,6.58,1255.2,88.8,Alice_Smith,Cereal_Bar
NPTC_0338,2025-09-30 10:22:42.069206,analytical,9.03,1.98,54.53,8.16,2.69,5.72,1351.1,80.9,Bob_Jones,Beverage_Mix
NPTC_0339,2025-09-29 08:22:42.069240,analytical,13.5,3.65,49.76,7.49,1.31,7.39,1336.2,86.7,Carol_Davis,Protein_Powder
NPTC_0340,2025-09-28 22:22:42.069279,analytical,11.23,0.86,56.06,9.41,2.21,6.82,1015.7,85.5,David_Wilson,Baby_Formula
NPTC_0341,2025-09-27 02:22:42.069320,analytical,11.47,2.94,32.55,9.72,2.86,5.41,837.0,71.3,Bob_Jones,Protein_Powder
NPTC_0342,2025-09-24 17:22:42.069360,pilot_plant,8.6,1.89,46.4,8.48,2.47,6.53,1047.5,82.7,Carol_Davis,Baby_Formula
NPTC_0343,2025-09-30 06:22:42.069399,analytical,12.18,2.87,43.45,9.84,2.88,8.26,1355.8,72.3,David_Wilson,Protein_Powder
NPTC_0344,2025-09-26 04:22:42.069439,analytical,12.61,2.19,48.34,6.98,2.51,7.69,1116.9,81.9,Carol_Davis,Cereal_Bar
NPTC_0345,2025-09-26 23:22:42.069938,pilot_plant,12.59,3.24,43.29,6.45,2.56,6.75,1350.0,83.8,Alice_Smith,Cereal_Bar
NPTC_0346,2025-09-28 13:22:42.070036,analytical,11.43,2.59,45.99,8.47,2.79,8.37,1159.6,75.4,David_Wilson,Beverage_Mix
NPTC_0347,2025-09-27 14:22:42.070079,analytical,9.04,4.71,44.58,6.9,1.72,6.0,1433.9,75.7,Carol_Davis,Cereal_Bar
NPTC_0349,2025-09-29 15:22:42.070148,analytical,11.41,4.42,46.1,6.41,2.31,5.95,1367.9,79.5,Alice_Smith,Protein_Powder
NPTC_0350,2025-09-25 22:22:42.070178,analytical,11.98,3.2,44.66,9.29,1.95,6.85,1178.0,83.2,David_Wilson,Cereal_Bar
NPTC_0351,2025-09-24 16:22:42.070207,pilot_plant,14.21,4.9,48.7,5.09,2.38,6.84,1437.2,83.2,Alice_Smith,Beverage_Mix
NPTC_0352,2025-09-27 02:22:42.070236,analytical,12.87,2.38,41.49,6.97,2.16,7.21,1136.5,82.7,Bob_Jones,Baby_Formula
NPTC_0353,2025-09-25 02:22:42.070267,analytical,33.44,2.22,46.16,6.55,2.05,6.07,1497.9,89.5,Alice_Smith,Beverage_Mix
NPTC_0354,2025-09-30 15:22:42.070297,sensory,11.71,3.73,36.16,9.29,3.03,6.94,1278.4,78.3,Bob_Jones,Baby_Formula
NPTC_0355,2025-09-27 17:22:42.070325,sensory,13.8,2.91,44.42,8.64,2.16,6.51,1250.0,91.2,Alice_Smith,Beverage_Mix
NPTC_0356,2025-09-27 02:22:42.070352,analytical,14.8,4.81,46.48,8.31,2.72,5.57,971.2,87.4,David_Wilson,Beverage_Mix
NPTC_0357,2025-09-28 08:22:42.070383,analytical,12.35,3.59,52.75,9.07,1.9,6.5,1120.6,88.8,Bob_Jones,Cereal_Bar
NPTC_0358,2025-09-29 13:22:42.070413,analytical,10.47,3.59,48.47,9.44,2.03,7.12,1067.8,79.2,Alice_Smith,Beverage_Mix
NPTC_0359,2025-09-29 09:22:42.070441,analytical,10.52,3.17,41.74,6.76,2.53,6.97,1406.6,78.5,Bob_Jones,Beverage_Mix
NPTC_0360,2025-09-27 16:22:42.070468,pilot_plant,11.64,2.88,45.04,6.73,2.76,6.16,1038.0,83.0,Bob_Jones,Cereal_Bar
NPTC_0361,2025-09-28 11:22:42.070495,pilot_plant,12.24,3.47,51.82,9.03,2.81,6.46,1330.4,88.5,Carol_Davis,Cereal_Bar
NPTC_0362,2025-09-24 02:22:42.070522,analytical,11.06,2.08,50.83,8.03,2.38,7.2,1153.8,85.8,David_Wilson,Baby_Formula
NPTC_0363,2025-09-30 02:22:42.070549,analytical,17.47,3.41,52.18,7.92,2.67,7.47,1493.6,90.7,David_Wilson,Cereal_Bar
NPTC_0364,2025-09-27 12:22:42.070577,analytical,14.61,1.96,50.29,7.48,2.3,7.53,1174.6,89.4,Carol_Davis,Baby_Formula
NPTC_0365,2025-09-25 18:22:42.070604,analytical,14.49,2.62,40.69,7.74,2.41,6.59,1237.8,91.9,Bob_Jones,Protein_Powder
NPTC_0366,2025-09-26 14:22:42.070630,pilot_plant,12.94,2.79,45.6,7.84,1.91,6.68,1122.2,90.3,David_Wilson,Protein_Powder
NPTC_0367,2025-09-25 09:22:42.070657,sensory,9.22,1.77,42.69,8.8,2.65,7.66,1010.1,74.1,Carol_Davis,Protein_Powder
NPTC_0368,2025-09-28 01:22:42.070684,analytical,7.87,2.53,51.29,7.53,2.74,6.16,1779.6,80.2,David_Wilson,Protein_Powder
NPTC_0369,2025-09-28 08:22:42.070711,pilot_plant,13.46,3.74,46.55,7.75,2.34,7.39,1256.8,86.0,David_Wilson,Protein_Powder
